strike,bid,ask,price,bs_price,binomial_price,s,q,r,t,intrinsic_value,model_valid,stale,break
220.0,126.5,129.15,127.825,125.67861485286727,125.67087117366242,340.0799865722656,0.0032,0.043970003,0.6410958904109589,125.49801017821798,True,False,Within Tolerance
230.0,117.2,119.6,118.4,116.12615455851784,116.11997678608307,340.0799865722656,0.0032,0.043970003,0.6410958904109589,115.77596403607586,True,False,Within Tolerance
240.0,108.15,110.55,109.35,106.68887059587865,106.68487809383065,340.0799865722656,0.0032,0.043970003,0.6410958904109589,106.05391789393374,True,False,Within Tolerance
250.0,99.35,101.7,100.525,97.41680845381185,97.41529810247721,340.0799865722656,0.0032,0.043970003,0.6410958904109589,96.33187175179162,True,False,Within Tolerance
260.0,90.7,93.05,91.875,88.3685782639491,88.36870732835082,340.0799865722656,0.0032,0.043970003,0.6410958904109589,86.6098256096495,True,False,Within Tolerance
270.0,82.15,84.7,83.42500000000001,79.60844651389235,79.60622729199109,340.0799865722656,0.0032,0.043970003,0.6410958904109589,76.88777946750741,True,False,Within Tolerance
280.0,74.0,76.6,75.3,71.20247443264282,71.18725082083053,340.0799865722656,0.0032,0.043970003,0.6410958904109589,67.1657333253653,True,False,Within Tolerance
290.0,66.2,68.85,67.525,63.21422322388369,63.172140378337396,340.0799865722656,0.0032,0.043970003,0.6410958904109589,57.443687183223176,True,False,Within Tolerance
300.0,58.8,61.0,59.9,55.70059532596753,55.69757508597204,340.0799865722656,0.0032,0.043970003,0.6410958904109589,47.72164104108106,True,False,Within Tolerance
310.0,51.9,54.45,53.175,48.70831543592138,48.745283841621166,340.0799865722656,0.0032,0.043970003,0.6410958904109589,37.99959489893894,True,False,Within Tolerance
320.0,45.35,48.0,46.675,42.27140835514058,42.32787769768479,340.0799865722656,0.0032,0.043970003,0.6410958904109589,28.27754875679682,True,False,Within Tolerance
330.0,39.75,41.65,40.7,36.40984762009944,36.439024255156255,340.0799865722656,0.0032,0.043970003,0.6410958904109589,18.555502614654642,True,False,Small BS Break
340.0,34.2,35.65,34.925,31.129371445788564,31.065763832932113,340.0799865722656,0.0032,0.043970003,0.6410958904109589,8.833456472512523,True,False,Small BS Break
350.0,29.6,30.45,30.025,26.422320878122036,26.459680283175633,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
360.0,24.7,25.95,25.325,22.269264247186157,22.329003808109416,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
370.0,21.1,22.25,21.675,18.641133430876238,18.62393627135387,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
380.0,17.6,18.45,18.025,15.501602918046714,15.510968539220656,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
390.0,14.75,15.4,15.075,12.809479181618698,12.853918008185447,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
400.0,12.1,12.55,12.325,10.520921554140955,10.481478301863133,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
410.0,9.9,10.65,10.275,8.591374598194264,8.606283617388497,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
420.0,8.0,8.9,8.45,6.977147025849334,6.986812842461267,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
430.0,6.55,7.0,6.775,5.636618145533376,5.598178900852314,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Small BS Break
440.0,5.4,6.0,5.7,4.531087232483635,4.542505624364698,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
450.0,4.3,5.05,4.675,3.6253040338595284,3.5775452776465158,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
460.0,3.5,4.15,3.825,2.8877311852341236,2.8882022325781835,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
470.0,2.84,3.45,3.145,2.2905937160885266,2.2628142411485164,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
480.0,2.29,2.83,2.56,1.809769331082645,1.8016303124325077,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
490.0,1.83,2.34,2.085,1.4245678789287872,1.403942228214311,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
500.0,1.45,1.94,1.6949999999999998,1.1174411134102105,1.1062344622990437,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
510.0,1.14,1.61,1.375,0.8736558394431562,0.8557386821334482,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
520.0,0.88,1.34,1.11,0.6809557381435578,0.6704671712031547,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
530.0,0.67,1.05,0.8600000000000001,0.5292301426508343,0.5127772772319849,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
540.0,0.6,0.95,0.7749999999999999,0.41020207826790767,0.401714643099594,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,False,Large BS Break
550.0,0.0,0.0,0.0,0.31714307406942144,0.30195201968096375,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,True,No Price
560.0,0.24,0.53,0.385,0.24461855495008367,0.2378731819697693,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,True,Large BS Break
580.0,0.13,0.51,0.32,0.1445974793841689,0.138896732159289,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,True,Large BS Break
590.0,0.08,0.45,0.265,0.11084740727639186,0.10334189810530635,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,True,Large BS Break
600.0,0.14,0.4,0.27,0.08482478159808804,0.07966742790917826,340.0799865722656,0.0032,0.043970003,0.6410958904109589,0.0,True,True,Large BS Break
